# data1.dat
#  X    Y
1913  5148
1517  5148
1517  6122
897  6122
897  6404
773  6404
773  6610
892  6610
892  6431
721  6431
721  6959
1190  6959
1190  6443
482  6443
482  7042
1395  7042
1395  6979
2317  6979
2317  7279
1461  7279
1461  6579
1065  6579
1065  6764
1998  6764
1998  7217
1764  7217
1764  7602
2190  7602
2190  7791
2165  7791
2165  7192
1450  7192
1450  6837
876  6837
876  7694
1538  7694
1538  8198
2284  8198
2284  7812
2673  7812
2673  7061
2758  7061
2758  6562
3013  6562
3013  6712
4011  6712
4011  5908
3179  5908
3179  6550
3281  6550
3281  6348
4253  6348
4253  6036
3988  6036
3988  6520
4302  6520
4302  7111
4052  7111
4052  6320
3932  6320
3932  6856
3124  6856
3124  7828
2316  7828
2316  7874
1690  7874
1690  8158
1750  8158
1750  8313
901  8313
901  8814
695  8814
695  8369
-70  8369
-70  7599
-137  7599
-137  6819
739  6819
739  7228
1342  7228
1342  6515
883  6515
883  6596
589  6596
589  7067
1245  7067
1245  6464
1300  6464
1300  7114
1089  7114
1089  7447
1045  7447
1045  7615
858  7615
858  7667
918  7667
918  8241
972  8241


# data1.dat
#  X    Y
0  0
-1004  0
-1004  -110
-266  -110
-266  273
340  273
340  -567
217  -567
217  189
-17  189
-17  774
458  774
458  345
-127  345
-127  960
-986  960
-986  1629
-1798  1629
-1798  957
-2213  957
-2213  1071
-2751  1071
-2751  1970
-2307  1970
-2307  2349
-3193  2349
-3193  2625
-2925  2625
-2925  2715
-2725  2715
-2725  2962
-3429  2962
-3429  3764
-3439  3764
-3439  3451
-3002  3451
-3002  4305
-2103  4305
-2103  4284
-2656  4284
-2656  4636
-3392  4636
-3392  4032
-3230  4032
-3230  4536
-2721  4536
-2721  5007
-2220  5007
-2220  5479
-2337  5479
-2337  4683
-3165  4683
-3165  3777
-2715  3777
-2715  3080
-1884  3080
-1884  3382
-1005  3382
-1005  2652
-624  2652
-624  1864
-1278  1864
-1278  937
-307  937
-307  1292
-1019  1292
-1019  2251
-1123  2251
-1123  2420
-1420  2420
-1420  1522
-1338  1522
-1338  2195
-1317  2195
-1317  2803
-2130  2803
-2130  2049
-2684  2049
-2684  1810
-2685  1810
-2685  976
-2229  976
-2229  1647
-2921  1647
-2921  2502
-3705  2502
-3705  1838
-2873  1838
-2873  1392
-3546  1392
-3546  2290
-3400  2290
-3400  1783
-4334  1783
-4334  2352
-4085  2352
-4085  3107
-4297  3107
-4297  3582
-3327  3582
-3327  3460
-2909  3460
-2909  2640
-3663  2640
-3663  2327
-4506  2327
-4506  2935
-4341  2935
-4341  3816
-4634  3816
-4634  3188
-4142  3188
-4142  3225
-4262  3225
-4262  2566
-4733  2566
-4733  2841
-3943  2841
-3943  2469
-4679  2469
-4679  2151
-5032  2151
-5032  1712
-5701  1712
-5701  1694
-5018  1694
-5018  926
-4500  926
-4500  626
-4978  626
-4978  25
-4964  25
-4964  -208
-4997  -208
-4997  -973
-5907  -973
-5907  -1564
-5603  -1564
-5603  -1036
-4966  -1036
-4966  -660
-5670  -660
-5670  -687
-5896  -687
-5896  -1071
-5026  -1071
-5026  -1389
-6001  -1389
-6001  -2265
-5425  -2265
-5425  -2765
-4545  -2765
-4545  -2657
-5215  -2657
-5215  -2828
-4654  -2828
-4654  -3701
-5045  -3701
-5045  -4418
-5500  -4418
-5500  -3509
-5534  -3509
-5534  -3720
-4615  -3720
-4615  -4096
-4843  -4096
-4843  -3464
-4934  -3464
-4934  -3872
-4580  -3872
-4580  -4326
-4661  -4326
-4661  -3779
-5285  -3779
-5285  -4243
-4805  -4243
-4805  -3613
-5401  -3613
-5401  -3556
-5607  -3556
-5607  -4292
-5352  -4292
-5352  -4477
-5588  -4477
-5588  -5182
-5809  -5182
-5809  -4671
-6270  -4671
-6270  -5389
-5919  -5389
-5919  -5330
-6061  -5330
-6061  -5566
-5438  -5566
-5438  -5442
-4702  -5442
-4702  -4684
-5070  -4684
-5070  -4079
-5487  -4079
-5487  -5069
-5259  -5069
-5259  -4862
-6051  -4862
-6051  -5012
-6404  -5012
-6404  -5624
-6135  -5624
-6135  -5165
-6990  -5165
-6990  -5973
-7842  -5973
-7842  -6141
-7004  -6141
-7004  -5347
-6526  -5347
-6526  -5628
-6979  -5628
-6979  -5494
-7622  -5494
-7622  -4632
-7921  -4632
-7921  -4042
-8491  -4042
-8491  -3260
-8785  -3260
-8785  -4195
-7950  -4195
-7950  -5044
-7108  -5044
-7108  -6041
-6218  -6041
-6218  -6061
-6588  -6061
-6588  -5904
-6499  -5904
-6499  -6107
-6742  -6107
-6742  -6178
-5755  -6178
-5755  -5366
-5160  -5366
-5160  -6030
-6086  -6030
-6086  -5671
-7001  -5671
-7001  -5289
-6811  -5289
-6811  -4846
-6451  -4846
-6451  -5099
-6221  -5099
-6221  -4220
-6827  -4220
-6827  -3465
-5968  -3465
-5968  -3697
-5197  -3697
-5197  -4162
-4339  -4162
-4339  -3339
-3934  -3339
-3934  -2840
-4671  -2840
-4671  -3686
-4430  -3686
-4430  -2710
-4015  -2710
-4015  -3251
-4761  -3251
-4761  -2682
-5324  -2682
-5324  -2272
-5733  -2272
-5733  -2233
-5616  -2233
-5616  -2871
-4792  -2871
-4792  -2656
-4560  -2656
-4560  -3234
-3770  -3234
-3770  -3769
-2897  -3769
-2897  -3292
-2092  -3292
-2092  -3386
-2405  -3386
-2405  -3956
-2905  -3956
-2905  -4739
-3461  -4739
-3461  -5402
-3796  -5402
-3796  -5554
-4320  -5554
-4320  -4971
-4782  -4971
-4782  -5681
-4041  -5681
-4041  -6322
-4176  -6322
